id,source,username,date,period,groupe_politique,text,keyword_matches,stance,intensity,target,frame,confidence,notes,depute_name
509,assemblee_nationale,,2025-01-15,P7_cessez_feu,LFI-NFP,on nous invite a discuter du theme suivant apres l election de trump concretiser la souverainete europeenne une remarque d abord quant au libelle du sujet il n y a pas et il n y aura pas ni virtuellement ni reellement ni a court ni a moyen terme de souverainete europeenne attendu que selon l article 3 de la constitution la souverainete nationale appartient au peuple a la rigueur on peut chercher les indices d une volonte de la part des etats europeens de se rendre moins dependants des etats unis ce serait deja beaucoup et je souhaite bon courage a qui entreprendrait cette quete puisque tout montre que la tutelle de ce puissant protecteur n est guere remise en question sur le vieux continent certes le retour de donald trump au pouvoir ne permet plus vraiment de faire semblant notre allie si bienveillant et altruiste ne l est peut etre pas tant que ca et cherche avant tout a garantir ses interets et sa position de numero un mondial mais a vrai dire donald trump ne fait que radicaliser les fondamentaux de la politique etrangere etats unienne l imperialisme ne varie pas et ce serait une naivete coupable d imaginer que les gouvernements europeens s associeront desormais pour le contrecarrer la premiere presidence de donald trump avait deja suscite ce genre d esperances a l epoque la pologne avait tout bonnement propose 2 milliards d euros hors cout de fonctionnement pour heberger une base americaine sur son territoire et aujourd hui voyez comment l intimidation et les provocations s empilent et sont recompensees en 2019 donald trump pretendait acheter le groenland voila qu il menace de l annexer le premier ministre danois lui repond benoitement que les americains n ont pas besoin d aller si loin que cela et qu ils pourront bien y installer des bases militaires quasi ministre elon musk couvre d opprobre le premier ministre britannique dont le ministre des affaires etrangeres se refuse a condamner son plus proche allie donald trump veut il reprendre le controle du canal de panama silence poli dans la salle envisage t il l annexion du canada on proteste mais c est le premier ministre canadien qui tombe il y a moins de deux ans la revue nationale strategique rns evoquait les puissances dites revisionnistes qui remettent en cause l ordre et le droit international le texte visait la russie et la chine quelle amere ironie de voir desormais les etats unis fournir les armes qui servent au genocide a gaza et tout prets a bafouer encore une fois le principe d intangibilite des frontieres le chantage au financement de l otan reprend comme jamais recemment une ribambelle de membres de think tanks affirmaient devant l assemblee parlementaire de l otan qu il faudrait investir dans la defense 3 voire 3 5 du pib moyennant quoi tout irait pour le mieux ils etaient loin du compte donald trump reclame 5 et le nouveau secretaire general de l otan le neerlandais mark rutte de lui emboiter le pas les recalcitrants n ont pas de plan b et devraient se soumettre sans quoi ils devront consacrer 10 de leur pib a leur defense ils paieront donc ce tribut combien de fois les pays europeens se sont ils humilies dans l espoir de conserver les bonnes graces des etats unis ou de gagner une position plus forte sur le continent aujourd hui que l union europeenne s ingere dans la defense des nations en contravention flagrante avec les traites la negociation autour du programme europeen pour l industrie de la defense edip fournit une enieme lecon de choses laissera t on l argent de l union europeenne financer des entreprises d armement etats uniennes le suspense est a son comble le ministre des armees a affirme que la france ne lacherait rien a la bonne heure on peut aisement en deduire que c est la france qui sera lachee par les autres pays les francais savent au moins depuis la crise de suez que dans les relations internationales il n y a pas d amis que des interets mais depuis quinze ans tout ce qui contribue a la souverainete francaise est considere comme la manifestation d un particularisme chauvin une sorte d irredentisme poussiereux renoncement apres renoncement la voix de la france s eteint et nos marges de manoeuvre se restreignent on sacrifie au mirage de la defense europeenne les fleurons de notre industrie pour avoir un char franco allemand nous perdrons bientot la capacite de faire un char tout court c est une tout autre voie qu il faut emprunter celle du non alignement elle seule permettra a la france de plaider pour la paix et l interet general humain le monde a besoin de cette france independante qui refuse d etre embrigadee dans la guerre qui se prepare entre les etats unis et la chine le monde a besoin d une france qui lorsqu elle plaide pour le droit international n est pas sans cesse renvoyee a ses allegeances a ses dependances et aux doubles standards qu elles imposent a l heure des cyclones des incendies meurtriers de la course aux armements le monde a besoin d une france capable de construire avec celles et ceux qui ne se resignent pas au desastre un chemin de cooperation et de paix pour substituer cette logique a celle de la competition universelle du capitalisme fauteur de guerres nous affirmons que la france doit disposer des moyens de son independance consolider sa base industrielle et technologique de defense affronter les multinationales relocaliser l industrie au lieu de la laisser depecer comme c est le cas avec le groupe atos investir dans la recherche et l enseignement superieur reconstituer un corps diplomatique fort rendre la parole aux citoyens dans les debats sur la defense le mot est galvaude et pourtant il n a jamais ete si vrai nous sommes a la croisee des chemins les moyens d un sursaut sont la il faut une volonte sans quoi ce sera le declin applaudissements sur les bancs du groupe lfi nfp,['gaza' 'crif' 'droit international' 'annexion' 'genocide'],,,,,,,M. Aurélien Saintoul (LFI-NFP)
510,assemblee_nationale,,2025-05-07,P7_cessez_feu,LFI-NFP,meme lui ne s arroge pas autant de pouvoirs pour reprimer les mobilisations des etudiants opposes a ce qui se passe a gaza applaudissements sur quelques bancs du groupe lfi nfp exclamations sur les bancs du groupe rn c est le ministre qui par decret decidera qui a la competence de reunir la section disciplinaire a l echelle de l academie et qui en fait partie cette section ne sera pas competente uniquement sur des faits de racisme et d antisemitisme mais aussi sur des faits susceptibles de porter atteinte a l ordre et au bon fonctionnement de l etablissement y compris commis en dehors de l etablissement il suffira d un decret du ministre pour choisir qui convoque et qui compose cette section sur laquelle l universite n aura pas son mot a dire et qui pourra juger des faits extremement flous y compris ceux intervenus a l exterieur de l etablissement meme donald trump ne s octroie pas de tels pouvoirs pour reprimer les etudiants exclamations sur plusieurs bancs des groupes rn epr dr et hor,['gaza' 'antisemitisme'],,,,,,,M. Louis Boyard
511,assemblee_nationale,,2025-10-29,P7_cessez_feu,LFI-NFP,monsieur le premier ministre l entreprise genocidaire de netanyahou se poursuit si le cessez le feu a heureusement permis aux familles israeliennes de retrouver leurs proches retenus en otage l enfer des bombardements a repris pour les palestiniens depuis le 11 octobre 211 d entre eux ont ete assassines et 46 enfants la nuit derniere la famine fait des ravages touchant un demi million de palestiniens les camions d aide humanitaire entrent au compte goutte et les activites de l unrwa sont toujours bloquees par des lois votees par la knesset ce meme parlement qui a vote deux textes validant l annexion de la cisjordanie et que fait la france en dociles vassaux des etats unis vous souscrivez au plan colonial de donald trump un plan de promotion immobiliere au service de son gendre et des seuls interets israeliens un plan qui ne laisse aucune place a l autodetermination d un peuple un plan impose aux palestiniens sans meme les consulter applaudissements sur les bancs du groupe lfi nfp m jean victor castor applaudit egalement vos communiques faussement indignes couvrent notre pays de ridicule la france condamne dites vous en y ajoutant parfois avec la plus grande fermete,"['palestiniens' 'israelien' 'israel' 'israeliens' 'israeliennes'
 'netanyahou' 'palestinien' 'israelienne' 'famine' 'bombardement'
 'cisjordanie' 'otage' 'annexion' 'knesset' 'autodetermination' 'unrwa'
 'aide humanitaire' 'bombardements']",,,,,,,Mme Gabrielle Cathala
512,assemblee_nationale,,2025-07-02,P7_cessez_feu,LFI-NFP,et vous en inspirez d autres valerie pecresse retire la subvention de sa region a sciences po parce que les etudiants se mobilisent contre le genocide en palestine laurent wauquiez retire la subvention de sa region a l universite lyon 2 parce que les etudiants se mobilisent contre le genocide en palestine cela ne vous rappelle pas quelqu un ce sont exactement les memes methodes que donald trump utilise contre l universite de harvard applaudissements sur les bancs du groupe lfi nfp parce que les etudiants se mobilisent contre le genocide en palestine,['palestine' 'genocide'],,,,,,,M. Louis Boyard
513,assemblee_nationale,,2025-11-13,P7_cessez_feu,LFI-NFP,ce que nous venons d entendre de la part de mme yadan illustre bien ses traditionnelles prises de parole racistes et vous alors sur les bancs du groupe rn et pathetiques des qu il s agit du peuple palestinien applaudissements sur les bancs du groupe lfi nfp les engagements internationaux de la france l obligent a respecter la convention pour la prevention et la repression du crime de genocide de 1948 le statut de rome etablissant la cour penale internationale cpi memes mouvements et la commission d enquete internationale independante du conseil des droits de l homme cdh de l onu qui a etabli que quatre des cinq criteres d un genocide etaient reunis mais elle pratique une politique de deux poids deux mesures permanente comme lorsque m macron lui meme repond a m meyer habib pour lui indiquer que le salon milipol pourra accueillir dans quelques jours trente huit exposants israeliens en depit de tous les engagements pris par notre pays applaudissements sur plusieurs bancs du groupe lfi nfp comme lorsqu un colloque est interdit par le ministre de l enseignement superieur tandis qu un autre au senat est organise par elnet et finance par le gouvernement de m netanyahou le temps de parole etant ecoule mme la presidente coupe le micro de l oratrice les deputes du groupe lfi nfp applaudissent cette derniere,"['israelien' 'israel' 'israeliens' 'netanyahou' 'palestinien' 'cpi' 'onu'
 'genocide' 'cour penale internationale']",,,,,,,Mme Gabrielle Cathala
514,assemblee_nationale,,2025-06-24,P7_cessez_feu,LFI-NFP,nous le disons tres clairement comme vous nous refusons que l iran mene a bien son programme nucleaire et balistique mais la france a aussi le courage de dire que la voie militaire ne suffit pas il faut aussi et d abord passer par la voie de la negociation cette voie diplomatique que vous denigrez la france l a fait avec succes quand elle a permis d aboutir a un encadrement du programme nucleaire iranien vous avez donc raison la france defend avec constance le respect du droit international elle assure aussi avec constance la protection de ses ressortissants quand vous denigrez notre diplomatie vous denigrez tous ceux qui travaillent a tel aviv a teheran mais aussi dans les pays voisins pour proteger nos ressortissants applaudissements sur les bancs du groupe epr ainsi que sur plusieurs bancs des groupes dr et dem le premier avion en provenance d amman est arrive dimanche dernier avec 180 de nos ressortissants a son bord ce matin un avion militaire a400m a destination de chypre a decolle de l aeroport ben gourion de tel aviv et atterrira ce soir en france nous protegeons notre population tout en defendant les peuples et le droit international la voila notre constance applaudissements sur les bancs du groupe epr et sur quelques bancs du groupe dem m vincent jeanbrun applaudit egalement,['droit international' 'tel aviv'],,,,,,,M. Laurent Saint-Martin
515,assemblee_nationale,,2025-10-29,P7_cessez_feu,LFI-NFP,et les bombardements de cette nuit cent palestiniens ont ete tues,['palestiniens' 'palestinien' 'bombardement' 'bombardements'],,,,,,,Mme Mathilde Panot
516,assemblee_nationale,,2025-09-08,P7_cessez_feu,LFI-NFP,en face du macronisme a l extreme droite tous s accordent sur la destruction des conquetes sociales les politiques climaticides le statu quo sur la ve republique le tout securitaire et le consensus islamophobe l alliance entre macronie et lepenie contre le progres social humain s incarne au ministere de l interieur en un an bruno retailleau aura trouve plus de temps pour tweeter sur chaque depute insoumis que pour reagir aux meurtres d aboubakar cisse de hichem miraoui ou de djamel bendjaballah par l extreme droite quelle honte et huees sur les bancs du groupe lfi nfp dont les deputes se levent et applaudissent applaudissements sur plusieurs bancs du groupe ecos quand il s agit d un defile de neonazis de l agression par des fascistes du compagnon d un depute d une chasse aux personnes noires dans la creuse ou encore des soixante dix feminicides perpetres sous son mandat aucune trace de gesticulations de sa part la ruine que vous avez produite n est pas uniquement economique elle est aussi morale a l international la voix de la france ne porte plus france diplomatie a laisse place a france incantation l abominable genocide perpetre par l armee israelienne a gaza ne rencontre aucun obstacle du cote de la france qui vient encore de livrer des dizaines de millions d euros d armes a un etat dirige par des criminels de guerre applaudissements sur plusieurs bancs du groupe lfi nfp,"['israelien' 'israel' 'gaza' 'israelienne' 'armee israelienne'
 'islamophobe' 'genocide']",,,,,,,Mme Mathilde Panot
517,assemblee_nationale,,2025-05-06,P7_cessez_feu,LFI-NFP,ni le jeu de cartes antisemite fabrique par la meme organisation a strasbourg c est pire que de tordre les faits vous instrumentalisez l antisemitisme pour faire taire les voix en faveur de la paix qui denoncent le genocide en palestine,['palestine' 'antisemitisme' 'antisemite' 'genocide'],,,,,,,Mme Mathilde Panot
518,assemblee_nationale,,2025-06-25,P7_cessez_feu,LFI-NFP,monsieur le premier ministre qui n etes pas encore arrive un jour la france et le president macron seront peut etre juges avec d autres dirigeants devant un tribunal international pour complicite de genocide applaudissements sur les bancs du groupe lfi nfp le temps de la justice est celui du temps long mais en attendant chaque jour des vies humaines sont aneanties en palestine au moins 55 000 personnes ont ete tuees depuis vingt mois en iran plus de 600 personnes sont mortes sous les bombes en dix jours les frappes israeliennes ont vise des prisons notamment celle ou sont detenus deux francais cecile kohler et jacques paris applaudissements sur les bancs des groupes lfi nfp et ecos m eric bothorel applaudit aussi les bombardements etats uniens dont le president de la republique a dit partager les objectifs ont cible des infrastructures nucleaires ces attaques sont des crimes de guerre qui doivent etre condamnes comme tels sans ambiguite applaudissements sur les bancs des groupes lfi nfp et ecos et vous la meme semaine vous avez signe docilement sur l ordre de trump et sous l egide de l otan l augmentation de notre budget militaire a hauteur de 5 du pib vous choisissez ainsi de sacrifier encore un peu plus nos hopitaux notre sante nos ecoles et notre protection sociale vous vous placez aux cotes du chancelier allemand qui a remercie israel de faire le sale boulot pour nous tous jamais personne n a libere un peuple en le bombardant applaudissements sur les bancs des groupes lfi nfp et ecos,"['israelien' 'israel' 'palestine' 'israeliennes' 'israelienne' 'crif'
 'bombardement' 'genocide' 'crimes de guerre' 'bombardements']",,,,,,,Mme Clémence Guetté
519,assemblee_nationale,,2025-05-20,P7_cessez_feu,LFI-NFP,son but deporter le peuple palestinien de cet hemicycle nous disons a netanyahou et a ses soutiens inconditionnels gaza ne sera jamais israelienne applaudissements sur les bancs du groupe lfi nfp m benjamin lucas lundy applaudit aussi des palestiniens transformes en squelettes par une famine utilisee comme arme de guerre les hopitaux rases l horreur d un nettoyage ethnique devant le premier genocide de l histoire de l humanite filme en direct personne ne pourra dire qu il ne savait pas memes mouvements,"['palestiniens' 'israelien' 'israel' 'gaza' 'netanyahou' 'palestinien'
 'israelienne' 'famine' 'genocide']",,,,,,,Mme Mathilde Panot
520,assemblee_nationale,,2023-10-23,P1_choc,LFI,et que les bombes cessent de pleuvoir sur une population palestinienne prise au piege dans ce que dominique de villepin appelait a juste titre une prison a ciel ouvert memes mouvements,['palestinien' 'palestinienne'],,,,,,,Mme Mathilde Panot
521,assemblee_nationale,,2023-10-31,P1_choc,LFI,des slogans haineux sur des banderoles des commentaires odieux sur les reseaux sociaux des menaces des insultes et parfois des coups l antisemitisme a de multiples visages tous aussi insupportables depuis les attaques terroristes du 7 octobre contre israel les manifestations de haine se sont intensifiees plus de 850 incidents ont eu lieu et pres de 6 000 signalements en ligne ont ete effectues ces derniers jours a saint ouen sur seine a paris et au petit quevilly les habitants ont decouvert des tags antisemites sur les murs de leur ville des etoiles de david ou des croix gammees comme une evocation glacante du passe au nom du gouvernement je condamne avec une fermete absolue ces agissements ignobles applaudissements sur tous les bancs l antisemitisme c est la lachete la haine de l autre et tous ceux qui s en rendent coupable doivent etre interpelles et condamnes,['israel' '7 octobre' 'antisemitisme' 'antisemite'],,,,,,,Mme Élisabeth Borne
522,assemblee_nationale,,2023-10-23,P1_choc,LFI,au conseil de securite des nations unies la france a soutenu le projet de resolution en faveur d une treve humanitaire a gaza presente par le bresil la ministre de l europe et des affaires etrangeres part ce soir pour new york precisement pour faire avancer les negociations nous appelons a mettre fin le plus vite possible a cette periode de violence la france a toujours soutenu les populations civiles palestiniennes ca ne se voit pas sur les bancs du groupe lfi nupes elle a ainsi fourni en 2022 aux palestiniens pres de 100 millions d euros d aide concentree sur des secteurs vitaux l eau la sante l education et l agriculture face a la situation actuelle comme l a annonce le president de la republique nous avons decide d une aide supplementaire de 10 millions et enverrons prochainement un avion de fret humanitaire pour soutenir la population de gaza en outre l union europeenne est le premier fournisseur d aide humanitaire a la palestine et au sein de l union la france en est l un des premiers contributeurs face a l urgence l union europeenne a repondu present le montant de son aide humanitaire a gaza a ete triple et deux vols ont permis d acheminer plus de 50 tonnes d aide a la frontiere le conseil europeen de cette fin de semaine sera l occasion de revenir sur le sujet et de faire le point sur le soutien que l europe peut apporter puisque j evoque l aide que nous offrons a la population palestinienne de gaza j en profite pour revenir sur certaines questions soulevees ces derniers jours il est legitime de s interroger et de veiller a ce que notre aide humanitaire ne puisse tomber entre de mauvaises mains si elle arrive sur les bancs du groupe lfi nupes,"['palestiniens' 'palestiniennes' 'palestine' 'gaza' 'palestinien'
 'palestinienne' 'treve' 'legitime' 'nations unies' 'aide humanitaire'
 'conseil de securite']",,,,,,,Mme Élisabeth Borne
523,assemblee_nationale,,2023-10-23,P1_choc,LFI,les temps tragiques que nous traversons appellent a avoir le courage de la paix et a ne pas ceder a l escalade meurtriere de la guerre exclamations sur quelques bancs des groupes re lr dem et hor au lieu de faire preuve de ce courage vous avez affiche un soutien inconditionnel au gouvernement d extreme droite israelien vous avez dit qu israel avait le droit de se defendre applaudissements sur plusieurs bancs du groupe lfi nupes exclamations sur plusieurs bancs des groupes re lr dem et hor depuis quelques jours devant l horreur de la punition collective infligee a l ensemble de la population palestinienne vous avez ajoute qu israel devait cependant respecter le droit international applaudissements sur de nombreux bancs du groupe lfi nupes,['israelien' 'israel' 'palestinien' 'palestinienne' 'droit international'],,,,,,,Mme Mathilde Panot
524,assemblee_nationale,,2023-10-23,P1_choc,LFI,tout d abord nous agissons depuis la premiere heure pour la securite de nos ressortissants une cellule a immediatement ete activee au centre de crise du ministere des affaires etrangeres les services du quai d orsay notre ambassade et notre consulat general a tel aviv ainsi que notre consulat general a jerusalem travaillent jour et nuit pour assurer un soutien aux familles de nos compatriotes portes disparus ou tues dans les attaques,['tel aviv' 'jerusalem'],,,,,,,Mme Élisabeth Borne
525,assemblee_nationale,,2023-10-23,P1_choc,LFI,a l heure ou je parle plus de 5 000 palestiniens ont ete tues et 15 000 blesses par les crimes de guerre de tsahal nous pensons a tous les otages detenus aujourd hui et parmi eux a nos compatriotes que vienne au plus vite leur liberation memes mouvements nous pensons aux 200 morts etrangers aux 30 familles francaises endeuillees ainsi qu aux 7 sept francais aujourd hui disparus,['palestiniens' 'tsahal' 'palestinien' 'otage' 'crimes de guerre' 'otages'],,,,,,,Mme Mathilde Panot
526,assemblee_nationale,,2023-10-24,P1_choc,LFI,en revanche il a propose que la coalition contre l etat islamique puisse lutter aussi contre le hamas protestations sur les bancs des groupes re lr et rn,['hamas'],,,,,,,M. Aymeric Caron
527,assemblee_nationale,,2023-10-23,P1_choc,LFI,l aide apportee permettra de fournir des biens de premiere necessite eau nourriture medicaments aux populations civiles elles en ont besoin a gaza la situation humanitaire y est terrible les premiers convois sont passes il doit y en avoir d autres car il faut pouvoir repondre de maniere durable aux besoins la france y travaille en liaison avec ses partenaires la distribution de l aide suppose une treve humanitaire je le repeterai demain aux nations unies,['gaza' 'treve' 'nations unies'],,,,,,,Mme Catherine Colonna
528,assemblee_nationale,,2023-10-31,P1_choc,LFI,les morts palestiniens sont a 70 des femmes et des enfants,['palestiniens' 'palestinien'],,,,,,,Mme Mathilde Panot
529,assemblee_nationale,,2025-06-25,P7_cessez_feu,EPR,a cette heure tardive de la nuit beaucoup de choses ont deja ete evoquees la paix la guerre la force la paix par la force le retour de la conflictualite partout et le basculement du monde aussi dans les quelques minutes qui me sont imparties je voudrais m attacher a parler a mon tour de la menace qu a fait peser et que continue de faire peser la republique islamique d iran depuis la revolution islamique de 1979 ce regime s est engage dans une hostilite structurelle et ideologique a l egard de l etat d israel qu il souhaite rayer de la carte et des etats unis d amerique de maniere generale il applique une strategie de destabilisation agressive a l encontre des nations occidentales cette strategie inclut regulierement le recours au terrorisme hamas hezbollah houthis milices chiites en irak et en syrie les proxys du regime des mollahs sont coordonnes finances et armes par teheran nombreux furent les attentats qui ont ensanglante nos rues qui ont tue dans nos villes en france et en europe comment ne pas evoquer le souvenir des cinquante huit militaires soldats de la paix au liban qui ont ete assassines a beyrouth devant l immeuble drakkar oui depuis des annees la republique islamique d iran est engagee dans une strategie de confrontation globale agressive qui depasse largement le cadre du moyen orient elle viole toutes les normes du droit international le respect de la souverainete des etats la convention de vienne sur les relations consulaires et bien sur l accord de vienne sur le nucleaire iranien elle pratique la diplomatie d otages d etat j ai une pensee emue pour nos otages cecile kohler et jacques paris la theocratie des mollahs exerce l une des repressions les plus severes du monde a l encontre de son propre peuple qu elle opprime emprisonne torture pend viole asservit et appauvrit le formidable et courageux mouvement femme vie liberte est reprime dans le sang m dominique potier applaudit qu un regime theocratique parrain du terrorisme mondial puisse se sanctuariser avec l arme nucleaire representerait un peril irreversible pour l humanite tout entiere il ne s agit pas seulement de la securite de l etat d israel et de la region mais aussi de notre securite a tous vous l avez rappele monsieur le premier ministre les missiles balistiques iraniens peuvent atteindre de nombreuses portions du territoire europeen y compris de l hexagone monsieur le ministre des armees nous avons la chance de vous avoir parmi nous aux cotes du premier ministre et du ministre de l europe et des affaires etrangeres dans une recente interview donnee au parisien vous avez ete tres clair nos services de renseignement francais produisent des analyses qui nous permettent de certifier que l iran dispose bien des differentes pieces pour faire une bombe nucleaire vous avez rappele que s il le decidait le regime iranien pourrait en quelques jours seulement pousser l enrichissement de l uranium a 90,['israel' 'hamas' 'droit international' 'otage' 'otages'],,,,,,,Mme Constance Le Grip (EPR)
530,assemblee_nationale,,2025-12-03,P7_cessez_feu,EPR,yonathan arfi president du crif yvan attal acteur et realisateur michel boujenah comedien ces noms sont les premiers d une liste de 20 genocidaires a boycotter en toutes circonstances nous ne sommes pas a berlin en 1933 mais a lyon en 2025 il y a quelques jours un professeur de l universite lyon 2 s est livre toute honte bue a un ciblage nauseabond que l on pensait relegue aux abysses de l histoire cet inquisiteur general aux petits pieds n en est pas a son coup d essai en 2024 il diffusait deja une caricature antisemite montrant un juif en train de voler le porte monnaie d une femme tenant a la main le drapeau palestinien il aura fallu une indignation collective pour que l universite annonce ouvrir enfin une procedure disciplinaire et suspende ce professeur il s agit d une universite dont rappelons le un ancien vice president a publiquement exprime sa sympathie pour le hezbollah et ou maryam abu daqqa cadre du fplp organisation terroriste a ete accueillie et applaudie,['palestinien' 'crif' 'antisemite'],,,,,,,Mme Caroline Yadan
531,assemblee_nationale,,2025-06-25,P7_cessez_feu,EPR,nous mobilisons tous les moyens pour obtenir leur liberation immediate la france compte 985 ressortissants en iran dont 373 ont exprime leur souhait de quitter le pays en israel ou vit une importante communaute francaise 1 500 personnes demandent a revenir dont 200 urgemment des moyens civils et militaires aeriens et maritimes sont deployes d autres en cours de deploiement ils ont permis a plus d un millier de francais de quitter l iran et israel comme vous l avez annonce monsieur le ministre de l europe et des affaires etrangeres je remercie l ensemble des services de l etat en france et dans la region pour leur entiere mobilisation en soutien a nos ressortissants face au retour des empires qui dechirent le paysage mondial face au retour des volontes dominatrices et de la violence desinhibee que dit la politique etrangere de la france comment la france applique t elle aujourd hui les principes qui la guident depuis 1945 je commence par le front le plus brulant le soutien permanent sans faille sur tous les aspects et aussi profond que possible a l ukraine ce pays martyrise dans sa resistance a vladimir poutine dans ce soutien que nous assurons avec plusieurs de nos partenaires la france conserve une orientation particuliere mettre en garde infatigablement contre la lassitude de l occident empecher qu elle s insinue parmi les peuples les etats majors et les gouvernements il ne faudra jamais laisser l ukraine qui est une part de nous memes succomber a cause de notre decouragement je poursuis avec la solidarite envers israel la france s honore d avoir ete l un des premiers pays du monde a reconnaitre l etat d israel nous n oublions pas les liens personnels culturels scientifiques qui ont uni notre pays a israel et a son peuple la france reaffirme que face au pogrom la premiere des solidarites est de ne pas oublier les victimes a commencer par les victimes francaises de ne pas oublier les otages ceux qui sont morts en detention et ceux qui sont encore retenus qu ils soient israeliens ou d une autre nationalite de ne pas oublier non plus qui a arme le detonateur le premier responsable de l horreur et de ses suites ce soutien au peuple israelien a son droit a l existence et a la securite n enleve rien a notre liberte de parole rien a nos desaccords avec la politique du gouvernement israelien en particulier en ce qui concerne le sort terrible des civils a gaza depuis la rupture du cessez le feu les combats se sont intensifies le nombre de victimes depasse desormais les 50 000 personnes dont une majorite de civils la republique francaise ne peut en aucune maniere accepter la situation humanitaire le blocage de l aide alimentaire le fait que les secours et les conditions sanitaires ne puissent pas etre mis en place pour le peuple de gaza la france continuera a soutenir les efforts en cours afin d obtenir un cessez le feu a gaza,"['israelien' 'israel' 'israeliens' 'gaza' 'gouvernement israelien'
 'civils' 'otage' 'otages']",,,,,,,M. François Bayrou
532,assemblee_nationale,,2025-06-25,P7_cessez_feu,EPR,j ai deux questions a vous poser nos forces armees ont elles pris part d une maniere ou d une autre planification accompagnement aux campagnes de frappes israeliennes et americaines pourriez vous egalement nous dire comment nos militaires ont protege nos nombreuses emprises dans la region et s ils ont ete amenes a participer a la defense de certains pays cibles par les frappes iraniennes enfin je voudrais terminer mon propos en exprimant tout mon soutien toute ma solidarite et toute ma compassion envers le tres grand peuple iranien la situation actuelle a teheran et dans toutes les grandes villes iraniennes est devenue dramatique,['israelien' 'israel' 'israeliennes' 'israelienne'],,,,,,,Mme Constance Le Grip
533,assemblee_nationale,,2025-06-25,P7_cessez_feu,EPR,qui a immediatement profite de ce crime pour semer plus de haine et de guerre encore des le 8 octobre ceux qui forment ce que la republique islamique d iran appelle l axe de la resistance ont decide d exploiter cette faiblesse soudaine d israel pour se lancer a l assaut de l ennemi designe le hezbollah au liban les milices armees chiites en syrie et en irak les houthistes au yemen et dans le golfe persique ont pris le relais du hamas en palestine les repliques du seisme ont continue ainsi jusqu en avril 2024 quand israel a engage l acte suivant d un conflit qui en realite dure depuis des decennies a damas ou la republique islamique d iran n a jamais interrompu sa presence israel a frappe plusieurs de ceux qui actionnent leurs auxiliaires dans la region des haut grades de l armee et des gardiens de la revolution en septembre israel a decime l encadrement du hezbollah au moyen de bipeurs et de talkies walkies pieges enfin ces derniers jours un an et demi apres le 7 octobre cette guerre a connu un episode decisif avec la campagne intensive de frappes menees par israel contre le programme nucleaire et balistique iranien,['israel' 'palestine' 'hamas' '7 octobre'],,,,,,,M. François Bayrou
534,assemblee_nationale,,2025-06-25,P7_cessez_feu,EPR,en tant qu homme de droite nourri de gaullisme je deplore la hierarchisation des souffrances la communautarisation des positions l explosion des actes antisemites tout autant que l invisibilisation et la deshumanisation des palestiniens m olivier faure applaudit,['palestiniens' 'palestinien' 'antisemite'],,,,,,,M. Charles Sitzenstuhl
535,assemblee_nationale,,2025-10-14,P7_cessez_feu,EPR,mes chers collegues notre position est connue c est pourquoi a cette tribune je veux consacrer le temps dont je dispose a parler de ce qui s est passe en france ces derniers jours mais qui a helas ete invisibilise par le spectacle politique qui a occupe tant d heures sur les plateaux tele sur les ondes radios tant de lignes dans les pages des journaux je veux parler de ces jours ou loin du vacarme parisien la france a bouge change vecu au rythme de tous les defis qui l animent car si la politique ne parle plus des francais alors elle ne parle plus de rien ces derniers jours nous avons commemore des evenements hier nous en avons commemore un douloureux effroyable l assassinat il y a deux ans de dominique bernard victime du terrorisme islamiste pour avoir defendu son lycee defendu ses eleves defendu le savoir j etais hier a arras aupres de sa veuve de ses eleves et de ses collegues la bas les larmes ne sont pas encore seches la douleur est encore vive j ai vu des femmes et des hommes qui attendent des actes alors oui nous defendrons des actes pour notre ecole pour qu elle reste le sanctuaire du savoir des actes contre le terrorisme contre l islamisme qui menace toutes nos valeurs ces derniers jours vous l avez rappele madame la presidente la france a remporte deux prix nobel l un a ete remis a michel devoret en physique pour la decouverte de l effet tunnel quantique l autre a philippe aghion en economie pour ses travaux sur l innovation applaudissements sur les bancs du groupe epr et sur quelques bancs du groupe dem ces deux distinctions nous rendent fiers et nous rappellent que la france a des talents qu elle a tous les atouts pour reussir elles nous rappellent aussi que ces talents peuvent malheureusement preferer s exiler pour faire de la recherche ou pour enseigner alors oui nous defendrons des actes pour les garder et pour continuer a soutenir l innovation et la recherche m paul midy applaudit ces derniers jours ont ete ceux de la liberte avec bien sur la liberation des otages israeliens retenus depuis deux ans maintenant dans des conditions inhumaines,['israelien' 'israel' 'israeliens' 'otage' 'otages'],,,,,,,M. Gabriel Attal
536,assemblee_nationale,,2025-05-07,P7_cessez_feu,EPR,egalement insupportables sont ces annonces que vous avez rappelees qui font desormais de la conquete de gaza le but des operations militaires comme est insupportable l evocation de ces deplacements de populations nous ne devons cependant pas oublier que cette bombe n aurait pas explose sans un detonateur ce detonateur ce sont les evenements du 7 octobre un pogrom il n y a pas d autre mot qui a tue dechire et blesse des jeunes filles des jeunes garcons des enfants et des bebes cela pour nous est tout aussi insupportable vous me demandez quelle est la position de la france vous la connaissez le president de la republique l a exprimee,['gaza' '7 octobre'],,,,,,,M. François Bayrou
537,assemblee_nationale,,2025-10-29,P7_cessez_feu,EPR,vous soutenez le hamas ca suffit sur les bancs des groupes lfi nfp et ecos,['hamas'],,,,,,,Mme Caroline Yadan
