id,source,username,date,period,groupe_politique,text,keyword_matches,stance,intensity,target,frame,confidence,notes
241,twitter,julienodoul,2025-06-28,P7_cessez_feu,RN,"Comme les #islamistes soutenus par la meute #LFI, le député pro #Hamas lance une fatwa contre un journaliste. Silence radio des syndicats de la presse et de la gauche. Quand on est d’extrême gauche, on peut, en toute impunité, menacer de mort ceux qui ne pensent pas comme vous.",['hamas'],,,,,,
242,twitter,gdefournas,2026-01-03,P7_cessez_feu,RN,"Le régime rouge de Nicolás Maduro appelle de nombreuses critiques légitimes sur le plan démocratique. Des millions de Vénézuéliens ont souffert de cette dictature sanguinaire et sans pitié, qui a privé de droits politiques l’opposition et entretenu le pays dans une interminable crise économique. Personne ne le regrettera.

Pour autant, le respect du droit international et de la souveraineté des États ne peut être à géométrie variable. Le renversement extérieur d’un gouvernement, par la force, ne saurait constituer une réponse acceptable, ne faisant qu’aggraver l’instabilité géopolitique de notre temps.

Dans ce contexte, la France doit tirer les leçons de sa vulnérabilité stratégique et géopolitique. Il est vital d’engager, comme nous le défendons, un effort résolu de réarmement de notre Nation, de renforcer nos capacités industrielles et militaires, et de redresser un réseau diplomatique affaibli par Emmanuel Macron. 
C’est ainsi que la France devrait, enfin, assumer pleinement la défense de ses intérêts et faire entendre sur la scène internationale une voix indépendante, respectueuse des souverainetés.

À ce stade, nous ne pouvons qu’appeler à ce que la parole soit rendue dans les plus brefs délais au peuple vénézuélien, afin qu’il puisse sortir de cette crise majeure par un processus démocratique libre, transparent et loyal.",['droit international' 'legitime'],,,,,,
243,twitter,diaz_edwige,2025-11-27,P7_cessez_feu,RN,"🏛️ Sans surprise, la niche parlementaire de La France insoumise n’est qu’une litanie d’attaques haineuses, infondées et illégitimes.

🇫🇷 Nos compatriotes ultramarins savent, eux, qui les défend réellement. Et c’est pour cela qu’ils votent massivement pour @MLP_officiel !",['illegitime' 'legitime'],,,,,,
244,twitter,villedieu_a,2025-05-08,P7_cessez_feu,RN,"🇫🇷 Il y a 80 ans prenait fin l’une des pages les plus sombres de notre histoire. Grâce au courage des Alliés, la barbarie nazie fut vaincue. 

N’oublions jamais les millions de victimes de la haine : Juifs, résistants, déportés, civils innocents, ni les sacrifices consentis pour que la France demeure libre. #8mai1945",['crif' 'civils'],,,,,,
245,twitter,gisele_lelouis,2025-02-26,P7_cessez_feu,RN,"🟧 Ce soir, l’Assemblée nationale s’illumine en hommage à Ariel, Kfir et Shiri Bibas, sauvagement assassinés par les terroristes du Hamas. 

Une pensée pour eux, pour leur famille et pour toutes les victimes de la barbarie. Nous ne les oublierons jamais.",['hamas'],,,,,,
246,twitter,julienodoul,2025-07-21,P7_cessez_feu,RN,"Ce n’est pas la flottille de la liberté, mais celle de l’indécence.

J’aimerais que la @FranceInsoumise parte en croisière pour exiger la libération des otages et l'éradication du #Hamas, mais tout ça n’est qu’un coup de communication au service de l’agenda de #LFI.",['hamas' 'otage' 'otages'],,,,,,
247,twitter,jerome_buisson,2025-01-21,P7_cessez_feu,RN,"Occupez vous des ingérences de l’idéologie islamiste parmi vos élus ! Autrement dit balayez devant votre porte ! 
#LFI #Hamas #Antisemitisme",['hamas' 'antisemitisme'],,,,,,
248,twitter,annesicard1,2025-07-01,P7_cessez_feu,RN,"👏 @MarionMarechal dit les termes! 
Oui Rima Hamas est une française de papier qui devrait être déchue de sa nationalité.",['hamas'],,,,,,
249,twitter,sebchenu,2025-08-15,P7_cessez_feu,RN,Faut en parler à ton ami Medine et tes alliés islamo-gauchistes qui soutiennent le Hamas . Quelle hypocrisie,['hamas'],,,,,,
250,twitter,brunobilde,2025-11-07,P7_cessez_feu,RN,"Les actes antisémites provoqués hier soir par l’extrême-gauche et encouragés par les appels à la violence de la CGT sont inadmissibles.

La France n’est pas un Gaza bis. Les islamistes et leurs complices à gauche sont des barbares et des séditieux qu’il faut combattre, expulser ou emprisonner.

On sait tous à quoi mène leur idéologie : charia, burqa et attentat !

Mon soutien au grand chef d’orchestre israélien Lahav Shani.",['israelien' 'israel' 'gaza' 'antisemite'],,,,,,
251,twitter,diaz_edwige,2025-07-25,P7_cessez_feu,RN,"Les LR doivent assumer : soit ils quittent le gouvernement, soit ils donnent la victoire au Hamas !",['hamas'],,,,,,
252,twitter,jerome_buisson,2025-02-26,P7_cessez_feu,RN,"Graphisme faisant référence aux terroristes du #Hamas ! 
Slogan appelant à la disparition d’#israël ! @BrunoRetailleau allez vous interdire cette marche haineuse ouvertement antisémite. 
Comme @JulienOdoul je demande la dissolution de @urgence_pal. 
Passez des intentions à l’action !",['israel' 'hamas' 'antisemite'],,,,,,
253,twitter,brunobilde,2025-06-23,P7_cessez_feu,RN,"Cela fait bien longtemps que la CGT ne défend plus les travailleurs français, mais les électeurs de l’extrême gauche. 
Désormais, depuis quelques années, elle ne soucie même plus de la France, préférant regarder du côté des ouvriers de l’islamisme, en Iran ou en Palestine.",['palestine'],,,,,,
254,twitter,ljacobelli,2025-03-28,P7_cessez_feu,RN,"Jordan Bardella se rend en Israël et assume une position claire face à l’antisémitisme. 

À l’inverse, Mélenchon, Guiraud et Delogu entretiennent une ambiguïté dangereuse. En 2025, le péril antisémite s'appelle LFI. #CàVous",['israel' 'antisemitisme' 'antisemite'],,,,,,
255,twitter,alma_dufour,2024-10-16,P5_escalade,LFI-NFP,"📌 L’Etat doit prendre ses responsabilités :
Le Gouvernement français refuse toujours de cesser l'exportation d'armes et de logiciel militaire envers Israël qui commet un génocide et qui a violé deux injonctions de la Cour Internationale de Justice.

Il est aussi en quête de chaque euro pour le budget. Il supprime 4000 postes d'enseignants et baisse le budget de la santé, de l'écologie, de la justice.

Laisser partir l'argent du contribuable dans le financement de la mort est donc un double scandale. (7/8) ⬇️",['israel' 'genocide' 'cour internationale de justice'],,,,,,
256,twitter,caronaymericoff,2024-11-17,P5_escalade,LFI-NFP,"Monsieur @GFarde vous êtes très loin de parler « exclusivement et en permanence » du calvaire des Palestiniens : vous n’en parlez jamais. Ce qui, pour une chaîne info, est impardonnable.
Ma critique ne vaut pas que pour @BFMTV, elle s’applique à la plupart des autres chaînes françaises qui ont choisi d’invisibiliser l’horreur dont témoignent 
les images qui nous parviennent tous les jours de Gaza, de Cisjordanie et du Liban.
C’est précisément parce que les médias français ne montrent pas ces images que je me fais un devoir de les diffuser chaque jour sur mes réseaux.
Enfin, comme je vous l’ai dit, ce n’est pas une hiérarchie personnelle que j’ai adoptée, c’est la hiérarchie de l’évidence, celle que vous niez: il n’y a pas plus grave crise humanitaire et morale au 21eme siècle que celle du génocide en cours en Gaza. Le bilan effroyable du nombre d’enfants tués le prouve, ainsi que les témoignages unanimes des humanitaires qui ont couvert toutes sortes de conflits et qui racontent qu’ils n’ont jamais vu ça. 
C’est donc à moi de vous poser à mon tour cette question : pourquoi ce silence sur les atrocités de Gaza? 
Et pourquoi vouloir détourner l’attention du sujet quand je viens sur votre plateau?","['palestiniens' 'gaza' 'palestinien' 'cisjordanie' 'genocide'
 'crise humanitaire']",,,,,,
257,twitter,louisboyard,2024-10-05,P5_escalade,LFI-NFP,"🇱🇧🇵🇸 Aujourd’hui en manifestation de soutien aux peuples libanais et palestinien.

Le cessez le feu doit être obtenu. La France doit cesser de vendre des armes à Israël.

Le 8 Octobre, nous dresserons leurs drapeaux n’en déplaise à l’interdiction du ministre des universités.",['israel' 'palestinien'],,,,,,
258,twitter,damienmaudt,2024-11-08,P5_escalade,LFI-NFP,"Avoir une tête d'arabe peut donc être un motif pour se faire interpeller par l'armée Israélienne.

Et personne pour reprendre en plateau.

nitter.net/grenier_actu/status/18…",['israelien' 'israel' 'israelienne' 'armee israelienne'],,,,,,
259,twitter,portes_thomas,2024-10-29,P5_escalade,LFI-NFP,"Hasan, 5 ans, risque de mourir s’il ne reçoit pas une greffe osseuse pour stopper l’entérovirus logé dans son cerveau. Son papa et sa sœur, qui peuvent être les donneurs, sont bloqués sous les bombes israéliennes à Khan Younès. 
Monsieur le ministre @jnbarrot la diplomatie française doit agir sans attendre pour sortir sa famille de la bande de Gaza et lui offrir une chance de vivre.",['israelien' 'israel' 'gaza' 'israeliennes' 'israelienne' 'bande de gaza'],,,,,,
260,twitter,nathalieoziol,2024-10-30,P5_escalade,LFI-NFP,"🔴 « Bannir l’@UNRWA, c’est condamner à mort dans des souffrances abominables le peuple palestinien et les travailleurs humanitaires, dont 231 ont été tués par l’armée israélienne.
La France ne peut pas tolérer que soit ainsi piétiné le droit international au Proche-Orient! »

👉 Ma question au gouvernement sur la situation au Liban et à Gaza","['israelien' 'israel' 'gaza' 'palestinien' 'israelienne'
 'armee israelienne' 'droit international' 'unrwa']",,,,,,
261,twitter,caronaymericoff,2024-10-25,P5_escalade,LFI-NFP,"Tellement bête qu’il ne se rend même pas compte qu’au milieu de ses mensonges et insultes il avoue ce que le monde entier a compris mais que les soutiens au carnage tentent encore de nier : ce sont bien les plus de 2 millions de Palestiniens de Gaza qui sont visés par l’armée israélienne, y compris la moitié de mineurs qui composent la population de ce territoire, et non les seuls « membres du Hamas ». 
Ce propagandiste vient d’avouer l’intention génocidaire.
On conserve.","['palestiniens' 'israelien' 'israel' 'gaza' 'palestinien' 'hamas'
 'israelienne' 'armee israelienne']",,,,,,
262,twitter,louisboyard,2024-10-15,P5_escalade,LFI-NFP,"Macron multiplie les déclarations. Mais rien ne bouge.

Face au génocide à Gaza et pour la paix au Liban, l’heure est à l’action. 

Arrêt total des ventes d’armes, sanctions politiques et économique contre Israël et reconnaissance de l’État de Palestine.",['israel' 'palestine' 'gaza' 'genocide'],,,,,,
263,twitter,portes_thomas,2024-10-29,P5_escalade,LFI-NFP,"L’horreur, à nouveau. 55 palestiniens assassinés suite à une frappe de l’armée d’occupation israélienne sur un immeuble résidentiel dans la ville de Beit Lahia, au nord de Gaza. De nombreuses victimes sont encore piégées sous les décombres. Israël doit être mis au ban des nations","['palestiniens' 'israelien' 'israel' 'gaza' 'palestinien' 'israelienne'
 'occupation']",,,,,,
264,twitter,deputee_obono,2024-10-29,P5_escalade,LFI-NFP,"Nous condamnons tous les actes racistes antisémites, en France et dans le monde. Nous avons toujours dénoncé les amalgames entre des criminels génocidaires israéliens et les personnes juives dans leur ensemble. Nous soutenons les victimes d'antisémitisme et les Palestinien·nes.","['israelien' 'israel' 'israeliens' 'palestinien' 'antisemitisme'
 'antisemite']",,,,,,
265,twitter,caronaymericoff,2024-10-29,P5_escalade,LFI-NFP,"Massacre à Beit Lahya dans le nord de Gaza.

Des innocents, encore.

Des Palestiniens sacrifiés par l’Occident honteux.",['palestiniens' 'gaza' 'palestinien' 'crif' 'massacre'],,,,,,
266,twitter,arnaultraphael,2025-01-11,P6_mandats_cpi,LFI-NFP,"Non ces gens-là n’ont pas « tout perdu ». Ils ont plusieurs villas, des fois à travers le monde, et des fortunes immenses.

Propos d’autant plus outrancier à l’heure où des familles à Mayotte n’ont plus rien ou pire encore qu’un génocide à Gaza se déroule sans presqu’aucun émoi.",['gaza' 'genocide'],,,,,,
267,twitter,deputee_obono,2024-11-27,P6_mandats_cpi,LFI-NFP,"La « diplomatie » macroniste, ou quand l'indignité le dispute à la lacheté. #CPI #NetanyahuWarCriminal",['netanyahu' 'cpi'],,,,,,
268,twitter,caronaymericoff,2024-12-30,P6_mandats_cpi,LFI-NFP,"Chez la serial menteuse Caroline Fourest, à la tête d’une petite bande spécialisée dans le harcèlement en meute dont les membres jouent ensuite les victimes quand on les démasque, le mensonge est à la fois une passion, une seconde nature, et une tactique. Et plus c’est gros, plus elle espère que ça va passer.

Et ce mensonge est notamment au service de son idéologie raciste, qui est celle du printemps républicain.

D’ailleurs sur le plateau d’ONPC, en 2015, lorsque Fourest avait menti devant toute l’équipe et 2 millions de spectateurs (après m’avoir insulté car elle n’aimait pas mes questions), c’était à propos de sa condamnation par la justice pour diffamation d’une… femme voilée.

Maintenant qu’elle soutient Sophia Aram dans ses agressions racistes, tout naturellement, Fourest réécrit à sa sauce toute l’histoire pour inverser agresseur/agressé, puisque c’est Aram qui, le jour de Noël, m’est tombé dessus alors que personne ne lui demandait rien.

Ces gens sont très dangereux, car, en plus de soutenir en ce moment les exactions de l’armée israélienne à Gaza et le massacre du peuple palestinien, ils ne reculent devant aucun procédé pour tenter de détruire la gauche historique et sincèrement laïque à laquelle ils préfèrent aujourd’hui l’extrême-droite.","['israelien' 'israel' 'gaza' 'palestinien' 'israelienne'
 'armee israelienne' 'massacre']",,,,,,
269,twitter,deputee_obono,2024-12-02,P6_mandats_cpi,LFI-NFP,"🏛️Nous l'avions annoncé depuis la nomination de Barnier par Macron : nous déposerons une #MotionDeCensure dès le 49.3 de ce gouvernement illégitime et minoritaire sur le #PLF2025 ou le #PLFSS2025. Nous, #NouveauFrontPopulaire, sommes à la fois la 1ère opposition et l'alternative.",['illegitime' 'legitime'],,,,,,
270,twitter,legavrejerome,2024-12-29,P6_mandats_cpi,LFI-NFP,"Cet homme est médecin. Il s’appelle Abu Hussam Safiya. Son hôpital, Kamal Adwan, dans le nord de Gaza, a été détruit. Son fils a été abattu sous ses yeux par les soldats israéliens, et il est aujourd’hui leur prisonnier. 
Détruire des hôpitaux, tuer et arrêter des médecins s’inscrit dans un plan méthodique pour liquider, exterminer une population.
Tous les dirigeants et leurs porte-voix médiatiques, qui se taisent, qui regardent ailleurs en attendant qu’il n’y ait plus un palestinien, et pire qui voudraient faire taire toute protestation en la recouvrant de l’accusation infamante d’antisémitisme, tous ceux-là sont complices et coupables.",['israelien' 'israel' 'israeliens' 'gaza' 'palestinien' 'antisemitisme'],,,,,,
271,twitter,ericcoquerel,2024-11-21,P6_mandats_cpi,LFI-NFP,"Il va devenir impossible pour la France de se contenter de paroles sur le génocide en cours à l’encontre du peuple palestinien, et pour stopper l’œuvre destructrice de Netanyahu au Liban.",['palestinien' 'netanyahu' 'genocide'],,,,,,
272,twitter,mathildepanot,2024-11-27,P6_mandats_cpi,LFI-NFP,"Je dis que ça suffit.

Ceux qui instrumentalisent la luttte contre l'antisémitisme pour soutenir un génocide sont ceux-là mêmes qui mettent en danger nos concitoyens juifs.",['antisemitisme' 'genocide'],,,,,,
273,twitter,caronaymericoff,2024-11-29,P6_mandats_cpi,LFI-NFP,"Cher @Francois_Ruffin, tu fais erreur sur Gaza en minimisant la gravité de ce qui s’y déroule.
Tu dis: « il n’y a pas de volonté d’extermination des Palestiniens. » Bien sûr que si. C’est largement documenté.
Et la définition du génocide parle d’une destruction d’un groupe « en totalité ou en partie ».
Et si la CIJ évoque la « possibilité » d’un génocide, Francesca Albanese est affirmative, tout comme les historiens spécialistes des génocides Amos Goldberg et Omer Bartov.",['palestiniens' 'gaza' 'palestinien' 'genocide' 'cij'],,,,,,
274,twitter,hadrienclouet,2024-12-07,P6_mandats_cpi,LFI-NFP,"Les partisans du génocide se préparent à abattre des manifestants pour la paix en #Palestine, à #Paris.

Le moindre graffiti pro-paix fait l'objet de 3j de diffamations et d'injures par @leJDD, mais là c'est silence radio, on couvre les barbouzes de Netanyahou.",['palestine' 'netanyahou' 'genocide'],,,,,,
275,twitter,portes_thomas,2024-12-23,P6_mandats_cpi,LFI-NFP,"Face à un génocide le sport ne sera jamais neutre. 
Bravo à la fédération de foot norvégienne qui boycotte l’équipe israélienne.",['israelien' 'israel' 'israelienne' 'genocide'],,,,,,
276,twitter,jfcoulomme,2024-12-09,P6_mandats_cpi,LFI-NFP,"Dans les tribunes du génocide Palestinien, les supporters, l'air emprunté, préfèrent regarder ailleurs...
#Gaza",['gaza' 'palestinien' 'genocide'],,,,,,
277,twitter,carolineyadan,2025-06-16,P7_cessez_feu,EPR,"« La communauté internationale doit se tenir aux côtés d’Israël et du peuple iranien, qui aspire à se libérer du joug des Mollahs. La riposte d’Israël n’est pas seulement légitime : elle est une leçon. Une leçon de courage politique face à une menace que trop d’États préfèrent ignorer. Peut-être, qui sait, marquera-t-elle la fin d’un régime, et l’aurore d’un nouveau jour, celui de la liberté et de la paix retrouvée. »

🎙️ Ma chronique de ce matin sur @RadioJFrance.",['israel' 'legitime'],,,,,,
278,twitter,jrcazeneuve,2025-10-07,P7_cessez_feu,EPR,"🎗️ Deux ans après l’attaque terroriste du 7 octobre, les victimes, les otages et les drames qui en ont découlé demeurent dans nos pensées.",['7 octobre' 'otage' 'otages'],,,,,,
279,twitter,gabrielattal,2025-03-15,P7_cessez_feu,EPR,"Aujourd’hui à Bethléem, en Cisjordanie, j’ai échangé avec des acteurs associatifs, humanitaires, économiques, culturels, cultuels et institutionnels palestiniens. 

À l’écoute de leur quotidien, convaincu de l’espérance partagée, d’une solution respectant les droits et l’avenir de chacun.",['palestiniens' 'palestinien' 'cisjordanie'],,,,,,
280,twitter,amelia_lkf,2025-06-05,P7_cessez_feu,EPR,"Frappes #israéliennes en cours sur la banlieue sud de #Beyrouth.
! La veille de l’#Aïd el-Adha, cette violence est particulièrement cruelle.
Je forme le vœu que l’escalade soit évitée.  #Liban #Paix @moukarzeljoe @Herve_Magro @jnbarrot",['israelien' 'israel' 'israeliennes' 'israelienne'],,,,,,
281,twitter,constancelegrip,2025-05-30,P7_cessez_feu,EPR,"Propos très clairs de @priscathevenot .
Libérer tous les otages🎗️, installer un cessez-le-feu immédiat et durable, démilitariser totalement le Hamas, distribuer largement l'aide humanitaire sans qu'elle soit détournée par le Hamas, exclure définitivement ce dernier de toute gouvernance future de Gaza et d'un Etat palestinien lorsqu'il verra le jour. Faut-il le rappeler ? Le Hamas vient de refuser, pour la nième fois, un accord de cessez-le-feu, alors qu'Israël l'avait accepté.","['israel' 'gaza' 'palestinien' 'hamas' 'etat palestinien' 'otage' 'otages'
 'aide humanitaire' 'cessez-le-feu']",,,,,,
282,twitter,constancelegrip,2025-01-15,P7_cessez_feu,EPR,"Grande émotion à l'annonce de l'accord entre Israël et le Hamas pour la libération de 33 otages 🎗️ et d'un cessez-le-feu à Gaza. Un espoir se lève. Nos 2 compatriotes seront-ils libérés ? Nous pensons à leurs familles, mais aussi aux enfants, aux femmes, aux personnes malades. 🎗️",['israel' 'gaza' 'hamas' 'otage' 'otages' 'cessez-le-feu'],,,,,,
283,twitter,sylvainmaillard,2025-06-09,P7_cessez_feu,EPR,"Rima Hassan, Greta Thunberg et tous leurs copains n’avaient qu’un objectif : se faire arrêter par les Israéliens…. Et heureusement pour elles! 

Imaginez vous un bateau de tourisme  « accueilli » à Gaza par les terroristes islamistes du Hamas. Elles auraient été en danger de mort et le savent très bien.

Tout cela n’est qu’une mascarade médiatique antisémite, qui n’apporte rien à la seule solution politique possible :

-Libération immédiate des otages israéliens,
-De l’aide humanitaire massive pour les Gazaouites,
-Désarmement du Hamas et abandon du pouvoir.","['israelien' 'israel' 'israeliens' 'gaza' 'hamas' 'antisemite' 'otage'
 'otages' 'aide humanitaire']",,,,,,
284,twitter,carolineyadan,2025-10-09,P7_cessez_feu,EPR,"🛑La première phase de l'accord de Trump vient d'être signé cette nuit par toutes les parties.🛑

Les otages, tous les otages, les vivants et les dépouilles devraient être rapatriés au plus vite.

La paix devrait revenir dans la région.

Ce jour est un grand jour 🙏

*Communiqué de presse du siège du Forum des familles d'otages et de disparus*

*Les familles des otages ont appris la signature de l'accord prévoyant le retour des 48 otages avec un mélange d'enthousiasme, d'impatience et d'inquiétude.*

Le Forum des familles d'otages salue la signature de cet accord, qui vise à rapatrier tous les otages : les vivants pour leur réinsertion auprès de leurs familles, et les défunts pour une inhumation digne dans leur patrie. Il s'agit d'une avancée importante et significative vers le retour de tous, mais notre combat n'est pas terminé et ne s'achèvera qu'avec le retour du dernier otage.

*Les familles d'otages souhaitent exprimer leur profonde gratitude au président Trump et à son équipe pour le leadership et la détermination qui ont conduit à cette avancée historique : la fin de la guerre et un accord global pour le retour de tous les otages.*

Le gouvernement israélien doit se réunir immédiatement pour approuver l'accord. Tout retard pourrait coûter cher aux otages et aux soldats.
Le Hamas détient 48 otages. Notre obligation morale et nationale est de les rapatrier tous, vivants et défunts.
Leur retour est essentiel à la guérison et au rétablissement de la société israélienne dans son ensemble. Nous n'aurons de cesse que le dernier otage ne rentre chez lui.
_______
Siège du Forum des familles d'otages","['israelien' 'israel' 'hamas' 'israelienne' 'siege'
 'gouvernement israelien' 'otage' 'otages']",,,,,,
285,twitter,constancelegrip,2025-09-28,P7_cessez_feu,EPR,Insupportable haine antisémite ! J'adresse toute ma sympathie à la victime et à sa famille. Et j'appelle encore une fois à un véritable sursaut républicain pour extirper l'antisémitisme de notre République ! #grandecausenationale,['antisemitisme' 'antisemite'],,,,,,
286,twitter,amelia_lkf,2025-11-27,P7_cessez_feu,EPR,"#DirectCirco #Francophonie #Rwanda #kigali 
Je me suis rendue à Kigali à l’occasion de la 46ᵉ Conférence ministérielle de la Francophonie, un rendez-vous qui se tient tous les deux ans. En tant que députée des Français établis hors de France, j’ai souhaité profiter de ce déplacement pour aller à la rencontre de nos compatriotes sur le terrain.

Aux côtés de la ministre déléguée Éléonore Caroit, nous avons célébré la Journée internationale des professeurs de français au Centre culturel francophone. Cet échange avec les enseignants et les volontaires de l’OIF a rappelé l’importance de leur engagement, essentiel pour le rayonnement de notre langue.

J’ai également retrouvé, avec la ministre déléguée, les élèves de l’EFASE (l’École Antoine de Saint-Exupéry), un établissement exemplaire de notre réseau éducatif à l’étranger. Leur curiosité et leurs réflexions, notamment sur la place des femmes dans la société, illustrent une jeunesse francophone ouverte, engagée et tournée vers l’avenir.

 J’ai pu faire un point avec le service consulaire et le conseiller des Français de l’étranger sur les préoccupations de nos compatriotes installés au Rwanda, avant un moment convivial qui a permis de poursuivre les échanges avec la communauté française réunie au Centre culturel.
J’ai également accueilli les Français qui le souhaitaient à titre individuel, dans le cadre de ma permanence parlementaire, afin d’écouter leurs situations personnelles et de répondre à leurs besoins.

Ce déplacement m’a également permis de visiter le Isange One Stop Center, un dispositif soutenu par la France dans le cadre du Fonds Équipe France. Son approche globale d’accompagnement des femmes victimes de violences et des enfants victimes d’abus témoigne d’un travail essentiel et inspirant sur le terrain.

J’ai enfin échangé avec la communauté d’affaires française, réunie autour d’un club dynamique présidé par Sophie Tchatchoua. Leur engagement contribue pleinement au développement de projets économiques solides entre la France et le Rwanda.

Je tiens à remercier chaleureusement l’ensemble de l’équipe de l’ambassade de France à Kigali pour son accueil, sa disponibilité et la qualité de l’organisation de ces différentes séquences.

Ces rencontres m’ont profondément enrichie ; écouter les attentes de nos compatriotes et soutenir leur engagement sur le terrain demeure au cœur de ma mission. Ce déplacement confirme aussi la vitalité de la francophonie au Rwanda et l’importance de soutenir celles et ceux qui la font vivre chaque jour. »",['ambassade de france' 'occupation'],,,,,,
287,twitter,frapiquemal,2025-07-25,P7_cessez_feu,LFI,"Les complices du génocide: 

Entre une adjointe qui refuse que l’on parle de génocide à Gaza et un autre qui nie l’Etat de Palestine, M.Moudenc et son équipe s’affichent chaque jour un plus comme soutiens inconditionnels de l’extrême droite de Nethanyau. 
lopinion.com/articles/politi…",['palestine' 'gaza' 'genocide'],,,,,,
288,twitter,bilongocarlos,2025-06-01,P7_cessez_feu,LFI,"Force et honneur à tout l’équipage ! Respect immense à @RimaHas 

Drapeau Palestine 🇵🇸 qui flotte sur le bateau",['palestine'],,,,,,
289,twitter,frapiquemal,2025-07-18,P7_cessez_feu,LFI,"Cet article a 1 semaine. Il est le fruit de 110 entretiens. Il montre comment #Netanyahu a prolongé la guerre à #Gaza pour conserver le pouvoir.
Dès avril 2024, un cessez-le-feu aurait pu être signé. 
En #France aucun grand média n'a partagé ce travail !
nytimes.com/2025/07/11/magaz…",['gaza' 'netanyahu' 'cessez-le-feu'],,,,,,
290,twitter,paulvannierfi,2025-07-28,P7_cessez_feu,LFI,"Deux députées françaises, @emma_frr et @GabrielleCthl, ont été kidnappées par l’armée génocidaire d’Israel alors qu’elles apportaient de la nourriture à Gaza. 

Elles sont actuellement détenues illégalement.

Aucune réaction du macroniste @jnbarrot qui fait office de ministre des affaires étrangères à la France.",['israel' 'gaza' 'illegal' 'illegale'],,,,,,
291,twitter,frapiquemal,2025-04-15,P7_cessez_feu,LFI,"Un exemple ici du ravage de la pensée unique pro gouvernement d’extrême droite de Netanyahu qui touche ici le droit d’informer librement. 

Soutien aux journalistes qui essaient de faire leur travail dans des médias contaminés par la vague réactionnaire.",['netanyahu'],,,,,,
292,twitter,gabrielamard,2025-11-08,P7_cessez_feu,LFI,"🕊 NON À LA GUERRE – RASSEMBLEMENT PACIFISTE 🕊

Mardi 11 novembre à 15h, retrouvons-nous au Monument aux morts, sur l’île du Souvenir dans le parc de la Tête d’Or à Lyon.

Pour dire ensemble :
✦ Non à toutes les guerres, non à toutes les ingérences !
✦ Arrêt du génocide en Palestine et des bombardements au Liban et en Ukraine !
✦ Sanctions contre les génocidaires et solidarité avec les peuples en lutte pour la paix !

Je prendrai la parole aux côtés de Benoît Roux (PCF), de la CGT, de FO, de la Libre Pensée, du Mouvement de la Paix, et de nombreuses organisations engagées pour la fraternité entre les peuples.

📍 Rassemblement  – Monument aux morts, île du Souvenir, parc de la Tête d’Or (Lyon)
📅 Mardi 11 novembre – 15h

La paix est l’avenir des peuples.
Venez nombreux ! ✊🌍",['palestine' 'bombardement' 'onu' 'genocide' 'bombardements'],,,,,,
293,twitter,frapiquemal,2025-01-19,P7_cessez_feu,LFI,"Le cessez le feu a permis d’arrêter la volonté génocidaire de Nethanyau à Gaza et la libération de certains otages du Hamas. 

Que de temps et de vies humaines perdues. 

Le temps de la Justice doit venir et les criminels de guerre ne pas lui échapper.",['gaza' 'hamas' 'otage' 'otages'],,,,,,
294,twitter,florianchauche9,2025-09-23,P7_cessez_feu,LFI,"🇫🇷🇵🇸 Hier soir, la France a enfin reconnu l’État de Palestine, rejoignant ainsi les 148 pays qui l’avaient déjà fait.

Mais les mots ne suffisent pas. Il est urgent de passer aux actes afin de mettre fin à la colonisation en Cisjordanie et stopper le génocide en cours à Gaza.",['palestine' 'gaza' 'cisjordanie' 'genocide' 'colonisation'],,,,,,
295,twitter,guillaume_bigot,2023-10-27,P1_choc,RN,"Les médias occidentaux ne doivent pas par leur incompétence et leur ornières idéologiques devenir les agents du Hamas
#RudyKissMyHass",['hamas'],,,,,,
296,twitter,h2lepinau,2023-10-10,P1_choc,RN,« L'offensive armée des forces palestiniennes menée par le Hamas intervient dans un contexte d'intensification de la politique d'occupation israélienne » Communiqué abjecte du groupe #LFI du 7 octobre. Relativiser l’inacceptable: ces élus d’#ExtremeGauche sont des collabos #Hamas,"['israelien' 'israel' 'palestiniennes' 'palestinien' 'hamas'
 'palestinienne' 'israelienne' '7 octobre' 'occupation']",,,,,,
297,twitter,sebchenu,2023-10-24,P1_choc,RN,"""Dans notre pays, des manifestations se sont déroulées sous les sinistres cris de « Allah Akbar ». J’interpellais cet après-midi la Première ministre #Borne sur la menace des manifestations pro-Hamas en France. #QAG #DirectAN @groupeRN_off",['hamas'],,,,,,
298,twitter,jerome_buisson,2023-10-10,P1_choc,RN,"🔴📣 Aujourd’hui en commission des affaires étrangères, j’ai demandé à Mme la ministre des Affaires étrangères une plus grande transparence dans l’attribution des aides au développement versées par l’Union européenne 🇪🇺

Il est inacceptable que le moindre centime de l’argent des Français bénéficie à des organisations terroristes telles que le Hamas 🇫🇷🇮🇱",['hamas'],,,,,,
299,twitter,parmentier_rn,2023-10-30,P1_choc,RN,"J’ai interrogé @RimaAbdulMalak sur la couverture par l'@afpfr du conflit entre Israël et le Hamas :
« Madame la Ministre, où sont la “mission d’intérêt général” et la défense de l’information, où est la neutralité requise, quand l’AFP a exactement la même position que LFI ? »",['israel' 'hamas'],,,,,,
